"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"INFY","EQ","30-Apr-2018","       1185.20","       1181.70","       1207.95","       1180.65","       1199.95","       1199.50","       1199.78","    2755839","          3306404000.25","      80599","    1748528","         63.45"
"INFY","EQ","02-May-2018","       1199.50","       1198.90","       1201.60","       1181.00","       1192.10","       1197.05","       1192.72","    5147521","          6139572652.50","      98610","    3916029","         76.08"
"INFY","EQ","03-May-2018","       1197.05","       1197.25","       1204.70","       1176.10","       1178.00","       1182.55","       1195.66","    2666115","          3187761546.30","     114003","    1634945","         61.32"
"INFY","EQ","04-May-2018","       1182.55","       1185.00","       1186.00","       1155.00","       1169.60","       1173.10","       1165.50","    3011684","          3510129248.85","      92619","    1501133","         49.84"
"INFY","EQ","07-May-2018","       1173.10","       1181.25","       1190.00","       1175.50","       1184.00","       1183.00","       1181.67","    2319480","          2740857604.55","      66189","    1381557","         59.56"
"INFY","EQ","08-May-2018","       1183.00","       1177.90","       1177.90","       1161.05","       1167.50","       1165.55","       1167.51","    2859278","          3338246179.35","     121067","    1833756","         64.13"
"INFY","EQ","09-May-2018","       1165.55","       1167.50","       1176.90","       1163.00","       1172.00","       1170.70","       1169.95","    1891752","          2213260046.80","      50914","    1226653","         64.84"
"INFY","EQ","10-May-2018","       1170.70","       1176.00","       1183.00","       1162.85","       1170.00","       1168.00","       1173.06","    1591431","          1866843839.75","      55801","     925580","         58.16"
"INFY","EQ","11-May-2018","       1168.00","       1172.30","       1183.20","       1166.05","       1180.60","       1180.75","       1174.30","    1655853","          1944465077.45","      51911","    1040917","         62.86"
"INFY","EQ","14-May-2018","       1180.75","       1184.35","       1191.50","       1170.00","       1190.50","       1189.30","       1184.18","    2216047","          2624191630.90","     118716","    1385502","         62.52"
"INFY","EQ","15-May-2018","       1189.30","       1188.10","       1208.00","       1188.10","       1195.20","       1194.55","       1196.60","    2805987","          3357654925.05","     169798","    1400617","         49.92"
"INFY","EQ","16-May-2018","       1194.55","       1187.25","       1198.00","       1184.50","       1190.70","       1189.95","       1191.85","    3102502","          3697718119.85","      80951","    2232738","         71.97"
"INFY","EQ","17-May-2018","       1189.95","       1196.00","       1197.45","       1173.55","       1180.00","       1182.90","       1186.19","    4759799","          5646033905.60","     108694","    3495536","         73.44"
"INFY","EQ","18-May-2018","       1182.90","       1183.00","       1186.55","       1173.00","       1180.00","       1183.20","       1181.08","    3569830","          4216242216.60","     118691","    2739080","         76.73"
"INFY","EQ","21-May-2018","       1183.20","       1179.55","       1188.40","       1170.00","       1183.20","       1179.50","       1182.21","    4237660","          5009804969.80","      94593","    3233546","         76.30"
"INFY","EQ","22-May-2018","       1179.50","       1175.00","       1198.00","       1173.90","       1195.00","       1193.85","       1189.56","    2818402","          3352664149.55","      92075","    1959648","         69.53"
"INFY","EQ","23-May-2018","       1193.85","       1195.00","       1207.65","       1181.50","       1182.95","       1184.90","       1198.40","    4769221","          5715433183.90","     155510","    3565469","         74.76"
"INFY","EQ","24-May-2018","       1184.90","       1198.00","       1227.55","       1198.00","       1220.00","       1221.00","       1217.23","    4870285","          5928236189.95","     115622","    2635888","         54.12"
"INFY","EQ","25-May-2018","       1221.00","       1230.10","       1248.65","       1220.80","       1229.55","       1228.30","       1239.09","    4450719","          5514861307.65","     165203","    2833196","         63.66"
"INFY","EQ","28-May-2018","       1228.30","       1231.00","       1232.60","       1206.00","       1212.10","       1214.40","       1218.07","    2869897","          3495734649.05","     114363","    1860121","         64.81"
"INFY","EQ","29-May-2018","       1214.40","       1214.05","       1226.55","       1206.20","       1219.90","       1216.70","       1214.01","    1694467","          2057107218.10","      97963","    1020909","         60.25"
"INFY","EQ","30-May-2018","       1216.70","       1217.00","       1228.75","       1205.60","       1210.40","       1211.70","       1214.64","    3161533","          3840109182.00","     113600","    1820341","         57.58"
"INFY","EQ","31-May-2018","       1211.70","       1211.70","       1242.00","       1210.25","       1238.00","       1231.80","       1230.20","    9860170","         12129968289.30","     163732","    6917924","         70.16"
"INFY","EQ","01-Jun-2018","       1231.80","       1230.40","       1246.25","       1217.20","       1222.20","       1220.80","       1229.79","    2499178","          3073466730.70","      81969","    1396541","         55.88"
"INFY","EQ","04-Jun-2018","       1220.80","       1221.10","       1243.00","       1212.00","       1241.00","       1239.40","       1233.14","    2135078","          2632848474.10","      69180","    1356014","         63.51"
"INFY","EQ","05-Jun-2018","       1239.40","       1242.00","       1242.00","       1217.00","       1218.85","       1220.85","       1226.49","    2355431","          2888924171.60","      85171","    1469405","         62.38"
"INFY","EQ","06-Jun-2018","       1220.85","       1225.20","       1241.55","       1220.05","       1238.10","       1237.45","       1234.18","    2019092","          2491929869.55","      98002","    1157667","         57.34"
"INFY","EQ","07-Jun-2018","       1237.45","       1238.00","       1258.00","       1238.00","       1249.30","       1252.45","       1252.57","    3338113","          4181210252.15","     106204","    1876344","         56.21"
"INFY","EQ","08-Jun-2018","       1252.45","       1248.00","       1262.00","       1246.05","       1258.80","       1260.05","       1257.48","    3229939","          4061574692.05","     146437","    2152796","         66.65"
"INFY","EQ","11-Jun-2018","       1260.05","       1265.55","       1270.00","       1255.05","       1261.00","       1262.40","       1262.71","    2585645","          3264923421.00","      94087","    1883057","         72.83"
"INFY","EQ","12-Jun-2018","       1262.40","       1265.75","       1271.25","       1250.45","       1259.00","       1258.50","       1258.01","    3919910","          4931300156.35","      90357","    2684852","         68.49"
"INFY","EQ","13-Jun-2018","       1258.50","       1266.80","       1284.00","       1266.80","       1275.00","       1274.80","       1275.20","    2883464","          3676982073.80","     110178","    1736971","         60.24"
"INFY","EQ","14-Jun-2018","       1274.80","       1253.00","       1253.00","       1234.10","       1240.00","       1239.70","       1242.78","    3799424","          4721843710.85","     142371","    2234217","         58.80"
"INFY","EQ","15-Jun-2018","       1239.70","       1237.00","       1291.50","       1235.00","       1288.80","       1281.25","       1267.10","    9978880","         12644285283.80","     156513","    7198132","         72.13"
"INFY","EQ","18-Jun-2018","       1281.25","       1284.00","       1291.25","       1262.35","       1264.50","       1267.40","       1273.18","    4107423","          5229499470.65","     127326","    2705510","         65.87"
"INFY","EQ","19-Jun-2018","       1267.40","       1263.00","       1263.40","       1238.05","       1242.00","       1241.60","       1244.36","    3772850","          4694786854.10","     148052","    2625680","         69.59"
"INFY","EQ","20-Jun-2018","       1241.60","       1248.50","       1252.35","       1238.00","       1241.45","       1243.15","       1245.07","    2685901","          3344140003.85","      92693","    1763850","         65.67"
"INFY","EQ","21-Jun-2018","       1243.15","       1245.95","       1256.50","       1236.00","       1246.55","       1246.55","       1247.63","    2899395","          3617383650.80","     138481","    1939037","         66.88"
"INFY","EQ","22-Jun-2018","       1246.55","       1243.00","       1255.50","       1241.20","       1246.40","       1247.85","       1249.94","    2171559","          2714312669.80","      91644","    1545127","         71.15"
"INFY","EQ","25-Jun-2018","       1247.85","       1257.15","       1278.80","       1254.00","       1269.70","       1272.45","       1271.05","    3865589","          4913363829.80","     137153","    2105988","         54.48"
"INFY","EQ","26-Jun-2018","       1272.45","       1269.00","       1283.90","       1266.25","       1280.05","       1277.85","       1277.24","    2241752","          2863258907.05","     102746","    1303651","         58.15"
"INFY","EQ","27-Jun-2018","       1277.85","       1283.95","       1293.45","       1265.60","       1271.50","       1270.00","       1281.92","    3476071","          4456049392.90","     107138","    2254625","         64.86"
"INFY","EQ","28-Jun-2018","       1270.00","       1276.30","       1298.00","       1276.25","       1284.30","       1289.60","       1290.08","    5498409","          7093380058.90","     159341","    2847254","         51.78"
"INFY","EQ","29-Jun-2018","       1289.60","       1298.05","       1315.00","       1283.25","       1310.65","       1307.20","       1298.31","    4983300","          6469891050.00","     164216","    3050563","         61.22"
"INFY","EQ","02-Jul-2018","       1307.20","       1314.00","       1340.00","       1314.00","       1337.80","       1334.70","       1325.09","    2415072","          3200195813.50","      80512","    1157363","         47.92"
"INFY","EQ","03-Jul-2018","       1334.70","       1331.90","       1357.90","       1331.75","       1355.50","       1353.75","       1347.06","    4063726","          5474101848.85","     140810","    2374717","         58.44"
"INFY","EQ","04-Jul-2018","       1353.75","       1352.05","       1352.65","       1338.85","       1348.40","       1345.20","       1345.49","    2512861","          3381023804.65","     156409","    1610582","         64.09"
"INFY","EQ","05-Jul-2018","       1345.20","       1347.10","       1347.25","       1268.10","       1286.50","       1284.00","       1290.51","    8509951","         10982144288.60","     274864","    4498851","         52.87"
"INFY","EQ","06-Jul-2018","       1284.00","       1290.25","       1301.85","       1269.00","       1285.15","       1284.25","       1281.04","    5607678","          7183683022.00","     181138","    3185846","         56.81"
"INFY","EQ","09-Jul-2018","       1284.25","       1297.00","       1303.00","       1279.05","       1301.20","       1298.85","       1294.01","    3322499","          4299340435.35","      95341","    1941581","         58.44"
"INFY","EQ","10-Jul-2018","       1298.85","       1308.50","       1315.45","       1294.30","       1299.10","       1301.40","       1305.09","    2987244","          3898613178.15","     109336","    1551472","         51.94"
"INFY","EQ","11-Jul-2018","       1301.40","       1317.55","       1342.10","       1291.35","       1319.00","       1320.45","       1317.22","    5949916","          7837362262.05","     131426","    2520702","         42.37"
"INFY","EQ","12-Jul-2018","       1320.45","       1326.10","       1327.10","       1284.45","       1295.00","       1294.35","       1299.24","    6636120","          8621906526.25","     189258","    3884375","         58.53"
"INFY","EQ","13-Jul-2018","       1294.35","       1315.00","       1331.60","       1298.35","       1323.00","       1317.40","       1315.39","    9748079","         12822503746.05","     205562","    4621538","         47.41"
"INFY","EQ","16-Jul-2018","       1317.40","       1317.40","       1384.40","       1287.70","       1336.00","       1332.85","       1345.93","   17672340","         23785647475.95","     357607","    5265555","         29.80"
"INFY","EQ","17-Jul-2018","       1332.85","       1329.70","       1349.50","       1312.70","       1327.30","       1327.90","       1333.08","    5580845","          7439721781.85","     114793","    2701704","         48.41"
"INFY","EQ","18-Jul-2018","       1327.90","       1339.80","       1343.40","       1314.00","       1323.00","       1322.55","       1325.16","    3459508","          4584405276.50","     134074","    1682833","         48.64"
"INFY","EQ","19-Jul-2018","       1322.55","       1323.00","       1331.90","       1309.10","       1315.95","       1316.70","       1318.01","    2559432","          3373347800.70","     133339","    1483151","         57.95"
"INFY","EQ","20-Jul-2018","       1316.70","       1326.00","       1367.15","       1321.30","       1352.00","       1348.10","       1352.12","    5852869","          7913782036.85","     149871","    2819424","         48.17"
"INFY","EQ","23-Jul-2018","       1348.10","       1352.15","       1368.00","       1336.25","       1351.90","       1355.95","       1350.21","    3837851","          5181886478.25","     104002","    2443216","         63.66"
"INFY","EQ","24-Jul-2018","       1355.95","       1374.40","       1382.40","       1356.00","       1375.35","       1377.15","       1368.92","    3086123","          4224648378.80","     104916","    1877815","         60.85"
"INFY","EQ","25-Jul-2018","       1377.15","       1379.00","       1393.80","       1365.45","       1381.15","       1383.75","       1383.06","    3468461","          4797085713.95","     110230","    1922712","         55.43"
"INFY","EQ","26-Jul-2018","       1383.75","       1378.55","       1390.40","       1369.20","       1373.70","       1373.25","       1377.36","    3681109","          5070228477.20","     139712","    2424410","         65.86"
"INFY","EQ","27-Jul-2018","       1373.25","       1373.20","       1389.00","       1368.30","       1371.20","       1373.45","       1377.08","    3246616","          4470848815.00","     101649","    2173390","         66.94"
"INFY","EQ","30-Jul-2018","       1373.45","       1370.00","       1373.00","       1348.00","       1351.00","       1351.00","       1356.75","    3204985","          4348358645.00","     193055","    2451679","         76.50"
"INFY","EQ","31-Jul-2018","       1351.00","       1348.55","       1370.00","       1335.55","       1368.00","       1365.10","       1351.30","    3971998","          5367357704.50","     122270","    2765105","         69.61"
"INFY","EQ","01-Aug-2018","       1365.10","       1363.80","       1368.45","       1351.00","       1352.00","       1354.05","       1355.85","    2337853","          3169781272.90","     106719","    1654129","         70.75"
"INFY","EQ","02-Aug-2018","       1354.05","       1359.60","       1366.75","       1350.15","       1353.40","       1353.65","       1357.31","    2970371","          4031719296.70","      87744","    2138372","         71.99"
"INFY","EQ","03-Aug-2018","       1353.65","       1366.20","       1366.20","       1356.00","       1365.75","       1364.10","       1361.34","    1985195","          2702515816.15","      70696","    1384580","         69.75"
"INFY","EQ","06-Aug-2018","       1364.10","       1366.05","       1375.00","       1347.50","       1364.00","       1360.65","       1358.60","    3089465","          4197345187.20","      68270","    2128983","         68.91"
"INFY","EQ","07-Aug-2018","       1360.65","       1374.00","       1379.95","       1360.65","       1367.00","       1367.95","       1366.36","    3675764","          5022426260.90","     100730","    1600841","         43.55"
"INFY","EQ","08-Aug-2018","       1367.95","       1371.80","       1372.50","       1353.30","       1362.00","       1362.75","       1362.16","    1996179","          2719109392.50","      80731","    1405581","         70.41"
"INFY","EQ","09-Aug-2018","       1362.75","       1373.65","       1389.45","       1373.65","       1379.20","       1379.95","       1381.59","    3204762","          4427681632.70","     134300","    2092586","         65.30"
"INFY","EQ","10-Aug-2018","       1379.95","       1385.80","       1389.00","       1373.05","       1382.25","       1385.45","       1380.64","    2389760","          3299401064.30","      82581","    1661604","         69.53"
"INFY","EQ","13-Aug-2018","       1385.45","       1390.00","       1409.85","       1378.70","       1408.00","       1408.75","       1401.07","    4989873","          6991140982.00","     138356","    2323354","         46.56"
"INFY","EQ","14-Aug-2018","       1408.75","       1413.95","       1424.55","       1404.00","       1407.45","       1408.30","       1414.34","    3075660","          4350014452.65","     102688","    1670272","         54.31"
"INFY","EQ","16-Aug-2018","       1408.30","       1414.95","       1434.90","       1411.25","       1429.00","       1429.55","       1426.82","    3313387","          4727597210.35","     115380","    2278814","         68.78"
"INFY","EQ","17-Aug-2018","       1429.55","       1430.90","       1437.65","       1423.00","       1426.55","       1430.35","       1430.85","    3195204","          4571856691.40","     122779","    2222525","         69.56"
"INFY","EQ","20-Aug-2018","       1430.35","       1388.00","       1407.95","       1373.50","       1388.20","       1384.25","       1389.04","    8050938","         11183093868.30","     249766","    3747784","         46.55"
"INFY","EQ","21-Aug-2018","       1384.25","       1390.00","       1396.00","       1373.75","       1386.00","       1383.95","       1381.18","    4180741","          5774338649.90","     126003","    2280633","         54.55"
"INFY","EQ","23-Aug-2018","       1383.95","       1393.00","       1401.50","       1385.35","       1400.00","       1397.40","       1392.99","    3858591","          5374993200.90","     180710","    2737234","         70.94"
"INFY","EQ","24-Aug-2018","       1397.40","       1396.50","       1401.90","       1376.10","       1379.35","       1378.30","       1386.47","    3526500","          4889394601.00","     109805","    2049349","         58.11"
"INFY","EQ","27-Aug-2018","       1378.30","       1383.00","       1419.95","       1381.40","       1416.00","       1415.40","       1406.00","    3506475","          4930091750.60","     132478","    2245599","         64.04"
"INFY","EQ","28-Aug-2018","       1415.40","       1417.20","       1438.40","       1411.50","       1425.00","       1424.70","       1427.92","    3248445","          4638524929.10","     100357","    1773021","         54.58"
